,figure,category
0,fig_0.png,The Dolphin.
1,fig_1.png,The Dolphin.
2,fig_2.png,The Dolphin.
3,fig_3.png,The Dolphin.
4,fig_4.png,The Dolphin.
5,fig_5.png,
6,fig_6.png,
7,fig_7.png,
8,fig_8.png,
9,fig_9.png,
10,fig_10.png,
11,fig_11.png,
12,fig_12.png,The Dolphin.
13,fig_13.png,The Dolphin.
14,fig_14.png,The Dolphin.
15,fig_15.png,The Dolphin.
16,fig_16.png,The Dolphin.
17,fig_17.png,The Shell.
18,fig_18.png,The Shell.
19,fig_19.png,The Shell.
20,fig_20.png,The Shell.
21,fig_21.png,The Shell.
22,fig_22.png,The Shell.
23,fig_23.png,The Shell.
24,fig_24.png,"The Serpent, &c,"
25,fig_25.png,"The Serpent, &c,"
26,fig_26.png,"The Mask, &."
27,fig_27.png,"The Mask, &."
28,fig_28.png,"The Mask, &."
29,fig_29.png,"The Mask, &."
30,fig_30.png,"The Mask, &."
31,fig_31.png,"The Mask, &."
32,fig_32.png,"The Mask, &."
33,fig_33.png,"The Mask, &."
34,fig_34.png,"The Mask, &."
35,fig_35.png,"The Mask, &."
36,fig_36.png,"The Grottesque Mask,"
37,fig_37.png,"The Grottesque Mask,"
38,fig_38.png,"The Grottesque Mask,"
39,fig_39.png,"The Grottesque Mask,"
40,fig_40.png,"The Grottesque Mask,"
41,fig_41.png,"The Grottesque Mask,"
42,fig_42.png,"The Grottesque Mask,"
43,fig_43.png,‘The Grottesque Mask.
44,fig_44.png,‘The Grottesque Mask.
45,fig_45.png,‘The Grottesque Mask.
46,fig_46.png,‘The Grottesque Mask.
47,fig_47.png,‘The Grottesque Mask.
48,fig_48.png,‘The Grottesque Mask.
49,fig_49.png,‘The Grottesque Mask.
50,fig_50.png,‘The Grottesque Mask.
51,fig_51.png,The Medusa Head.
52,fig_52.png,The Medusa Head.
53,fig_53.png,The Grottesque
54,fig_54.png,The Grottesque
55,fig_55.png,The Grottesque
56,fig_56.png,The Grottesque
57,fig_57.png,The Grottesque
58,fig_58.png,The Grottesque
59,fig_59.png,The Grottesque
60,fig_60.png,The Grottesque
61,fig_61.png,The Half-Figure.
62,fig_62.png,The Half-Figure.
63,fig_63.png,The Half-Figure.
64,fig_64.png,The Half-Figure.
65,fig_65.png,The Half-Figure.
66,fig_66.png,"The Sphinx, and the Centaur."
67,fig_67.png,"The Sphinx, and the Centaur."
68,fig_68.png,"The Sphinx, and the Centaur."
69,fig_69.png,"The Sphinx, and the Centaur."
70,fig_70.png,"The Sphinx, and the Centaur."
71,fig_71.png,"The Sphinx, and the Centaur."
72,fig_72.png,"The Sphinx, and the Centaur."
73,fig_73.png,"The Sphinx, and the Centaur."
74,fig_74.png,": The Cherub Head, &c."
75,fig_75.png,": The Cherub Head, &c."
76,fig_76.png,": The Cherub Head, &c."
77,fig_77.png,": The Cherub Head, &c."
78,fig_78.png,": The Cherub Head, &c."
79,fig_79.png,": The Cherub Head, &c."
80,fig_80.png,": The Cherub Head, &c."
81,fig_81.png,": The Cherub Head, &c."
82,fig_82.png,": The Cherub Head, &c."
83,fig_83.png,": The Cherub Head, &c."
84,fig_84.png,The Trophy.
85,fig_85.png,The Trophy.
86,fig_86.png,The Trophy.
87,fig_87.png,The Trophy.
88,fig_88.png,The Trophy.
89,fig_89.png,The Trophy.
90,fig_90.png,The Trophy.
91,fig_91.png,The Trophy.
92,fig_92.png,The Trophy.
93,fig_93.png,The Trophy.
94,fig_94.png,The Symbol.
95,fig_95.png,The Symbol.
96,fig_96.png,The Symbol.
97,fig_97.png,The Symbol.
98,fig_98.png,The Symbol.
99,fig_99.png,The Symbol.
100,fig_100.png,The Symbol.
101,fig_101.png,The Symbol.
102,fig_102.png,The Symbol.
103,fig_103.png,The Symbol.
104,fig_104.png,The Symbol.
105,fig_105.png,The Symbol.
106,fig_106.png,The Symbol.
107,fig_107.png,The Symbol.
108,fig_108.png,The Symbol.
109,fig_109.png,The Symbol.
110,fig_110.png,The Symbol.
111,fig_111.png,The Symbol.
112,fig_112.png,The Symbol.
113,fig_113.png,The Symbc!.
114,fig_114.png,The Symbc!.
115,fig_115.png,The Symbc!.
116,fig_116.png,The Symbc!.
117,fig_117.png,The Symbc!.
118,fig_118.png,The Symbc!.
119,fig_119.png,The Symbc!.
120,fig_120.png,The Symbc!.
121,fig_121.png,The Symbol.
122,fig_122.png,The Symbol.
123,fig_123.png,The Symbol.
124,fig_124.png,The Symbol.
125,fig_125.png,The Symbol.
126,fig_126.png,"The Ribbon, and the Label"
127,fig_127.png,"The Ribbon, and the Label"
128,fig_128.png,"The Ribbon, and the Label"
129,fig_129.png,"The Ribbon, and the Label"
130,fig_130.png,The Ribbon.
131,fig_131.png,The Ribbon.
132,fig_132.png,Miscellaneous objects.
133,fig_133.png,Miscellaneous objects.
134,fig_134.png,Miscellaneous objects.
135,fig_135.png,Miscellaneous objects.
136,fig_136.png,Miscellaneous objects.
137,fig_137.png,The Fret Band.
138,fig_138.png,The Fret Band.
139,fig_139.png,The Fret Band.
140,fig_140.png,The Fret Band.
141,fig_141.png,The Fret Band.
142,fig_142.png,The Fret Band.
143,fig_143.png,The Fret Band.
144,fig_144.png,; The Chain Band.
145,fig_145.png,; The Chain Band.
146,fig_146.png,; The Chain Band.
147,fig_147.png,; The Chain Band.
148,fig_148.png,; The Chain Band.
149,fig_149.png,The Interlacement Band.
150,fig_150.png,The Interlacement Band.
151,fig_151.png,The Interlacement Band.
152,fig_152.png,The Interlacement Band.
153,fig_153.png,The Interlacement Band.
154,fig_154.png,The Interlacement Band.
155,fig_155.png,The Interlacement Band.
156,fig_156.png,The Interlacement Band.
157,fig_157.png,The Interlacement Band.
158,fig_158.png,The Interlacement Band.
159,fig_159.png,The Interlacement Band.
160,fig_160.png,The Interlacement Band.
161,fig_161.png,The Interlacement Band.
162,fig_162.png,The Interlacement Band.
163,fig_163.png,The Interlacement Band.
164,fig_164.png,The Interlacement Band.
165,fig_165.png,The Interlacement Band.
166,fig_166.png,The Interlacement Band.
167,fig_167.png,The Interlacement Band.
168,fig_168.png,The Interlacement Band.
169,fig_169.png,The InterJacement Band.
170,fig_170.png,The InterJacement Band.
171,fig_171.png,The InterJacement Band.
172,fig_172.png,The InterJacement Band.
173,fig_173.png,The InterJacement Band.
174,fig_174.png,The Rosette Band.
175,fig_175.png,The Rosette Band.
176,fig_176.png,The Rosette Band.
177,fig_177.png,The Rosette Band.
178,fig_178.png,The Rosette Band.
179,fig_179.png,The Rosette Band.
180,fig_180.png,The Palmette Band.
181,fig_181.png,The Palmette Band.
182,fig_182.png,The Palmette Band.
183,fig_183.png,The Palmette Band.
184,fig_184.png,"The Vertebrate Band, &c. ai"
185,fig_185.png,"The Vertebrate Band, &c. ai"
186,fig_186.png,"The Vertebrate Band, &c. ai"
187,fig_187.png,"The Vertebrate Band, &c. ai"
188,fig_188.png,"The Vertebrate Band, &c. ai"
189,fig_189.png,"The Vertebrate Band, &c. ai"
190,fig_190.png,"The Vertebrate Band, &c. ai"
191,fig_191.png,"The Vertebrate Band, &c. ai"
192,fig_192.png,"The Vertebrate Band, &c. ai"
193,fig_193.png,"The Vertebrate Band, &c. ai"
194,fig_194.png,The Undulate Band.
195,fig_195.png,The Undulate Band.
196,fig_196.png,The Undulate Band.
197,fig_197.png,The Undulate Band.
198,fig_198.png,The Undulate Band.
199,fig_199.png,"The Undulate Band, &c."
200,fig_200.png,"The Undulate Band, &c."
201,fig_201.png,"The Undulate Band, &c."
202,fig_202.png,"The Undulate Band, &c."
203,fig_203.png,"The Undulate Band, &c."
204,fig_204.png,"The Undulate Band, &c."
205,fig_205.png,"The Undulate Band, &c."
206,fig_206.png,"The Undulate Band, &c."
207,fig_207.png,"The Undulate Band, &c."
208,fig_208.png,"The Undulate Band, &c."
209,fig_209.png,"The Undulate Band, &c."
210,fig_210.png,"The Undulate Band, &c."
211,fig_211.png,The Evolute-Spiral Band.
212,fig_212.png,The Evolute-Spiral Band.
213,fig_213.png,The Evolute-Spiral Band.
214,fig_214.png,The Evolute-Spiral Band.
215,fig_215.png,The Evolute-Spiral Band.
216,fig_216.png,The Evolute-Spiral Band.
217,fig_217.png,The Evolute-Spiral Band.
218,fig_218.png,"The Enrichment of the Cyma, and Ovolo Mouldings."
219,fig_219.png,"The Enrichment of the Cyma, and Ovolo Mouldings."
220,fig_220.png,"The Enrichment of the Cyma, and Ovolo Mouldings."
221,fig_221.png,"The Enrichment of the Cyma, and Ovolo Mouldings."
222,fig_222.png,"The Enrichment of the Cyma, and Ovolo Mouldings."
223,fig_223.png,"The Enrichment of the Cyma, and Ovolo Mouldings."
224,fig_224.png,"The Enrichment of the Cyma, and Ovolo Mouldings."
225,fig_225.png,"The Enrichment of the Cyma, and Ovolo Mouldings."
226,fig_226.png,"The Enrichment of the Cyma, and Ovolo Mouldings."
227,fig_227.png,"The Enrichment of the Cyma, and Ovolo Mouldings."
228,fig_228.png,The Link Border.
229,fig_229.png,The Link Border.
230,fig_230.png,The Link Border.
231,fig_231.png,The Link Border.
232,fig_232.png,The Link Border.
233,fig_233.png,The Link Border.
234,fig_234.png,The Link-border Enrichment of Mouldings.
235,fig_235.png,The Cresting Border.
236,fig_236.png,The Cresting Border.
237,fig_237.png,The Cresting Border.
238,fig_238.png,The Cresting Border.
239,fig_239.png,The Cresting Border.
240,fig_240.png,"The Akroter, and the Antefix."
241,fig_241.png,"The Akroter, and the Antefix."
242,fig_242.png,"The Akroter, and the Antefix."
243,fig_243.png,"The Akroter, and the Antefix."
244,fig_244.png,"The Akroter, and the Antefix."
245,fig_245.png,"The Akroter, and the Antefix."
246,fig_246.png,"The Akroter, and the Antefix."
247,fig_247.png,"The Akroter, and the Antefix."
248,fig_248.png,"The Akroter, and the Antefix."
249,fig_249.png,"The Akroter, and the Antefix."
250,fig_250.png,"The Akroter, &c."
251,fig_251.png,"The Akroter, &c."
252,fig_252.png,"The Akroter, &c."
253,fig_253.png,"The Akroter, &c."
254,fig_254.png,"The Akroter, &c."
255,fig_255.png,"The Akroter, &c."
256,fig_256.png,The Stele Crest.
257,fig_257.png,The Stele Crest.
258,fig_258.png,The Stele Crest.
259,fig_259.png,The Stele Crest.
260,fig_260.png,The Perforated Cresting. Plate. 108.
261,fig_261.png,The Perforated Cresting. Plate. 108.
262,fig_262.png,The Perforated Cresting. Plate. 108.
263,fig_263.png,The Perforated Cresting. Plate. 108.
264,fig_264.png,The Perforated Cresting. Plate. 108.
265,fig_265.png,The Cross.
266,fig_266.png,The Cross.
267,fig_267.png,The Cross.
268,fig_268.png,The Cross.
269,fig_269.png,The Cross.
270,fig_270.png,The Cross.
271,fig_271.png,The Cross.
272,fig_272.png,The Cross.
273,fig_273.png,The Cross.
274,fig_274.png,The Cross.
275,fig_275.png,The Finial.  « 0
276,fig_276.png,The Finial.  « 0
277,fig_277.png,"The Finial, &c."
278,fig_278.png,"The Finial, &c."
279,fig_279.png,"The Finial, &c."
280,fig_280.png,"The Finial Knob, and Vase."
281,fig_281.png,"The Finial Knob, and Vase."
282,fig_282.png,"The Finial Knob, and Vase."
283,fig_283.png,"The Finial Knob, and Vase."
284,fig_284.png,"The Finial Knob, and Vase."
285,fig_285.png,"The Finial Knob, and Vase."
286,fig_286.png,"The Finial Knob, and Vase."
287,fig_287.png,"The Finial Knob, and Vase."
288,fig_288.png,"The Finial Knob, and Vase."
289,fig_289.png,"The Pendant Knob, "" |"
290,fig_290.png,"The Pendant Knob, "" |"
291,fig_291.png,"The Pendant Knob, "" |"
292,fig_292.png,"The Pendant Knob, "" |"
293,fig_293.png,"The Pendant Knob, "" |"
294,fig_294.png,"The Pendant Knob, "" |"
295,fig_295.png,"The Pendant Knob, "" |"
296,fig_296.png,"The Pendant Knob, "" |"
297,fig_297.png,The Rosette.
298,fig_298.png,The Rosette.
299,fig_299.png,The Rosette.
300,fig_300.png,The Rosette.
301,fig_301.png,The Rosette.
302,fig_302.png,The Rosette.
303,fig_303.png,"The Crocket, and the Gargoyle."
304,fig_304.png,"The Crocket, and the Gargoyle."
305,fig_305.png,"The Crocket, and the Gargoyle."
306,fig_306.png,"The Crocket, and the Gargoyle."
307,fig_307.png,"The Decorated Hinge, &e."
308,fig_308.png,"The Decorated Hinge, &e."
309,fig_309.png,"The Decorated Hinge, &e."
310,fig_310.png,"The Decorated Hinge, &e."
311,fig_311.png,"The Decorated Hinge, &e."
312,fig_312.png,"The Decorated Hinge, &e."
313,fig_313.png,The Tassel.
314,fig_314.png,The Tassel.
315,fig_315.png,The Tassel.
316,fig_316.png,The Tassel.
317,fig_317.png,The Tassel.
318,fig_318.png,The Tassel.
319,fig_319.png,The Tassel.
320,fig_320.png,"The Fringe, and the Valence."
321,fig_321.png,"The Fringe, and the Valence."
322,fig_322.png,"The Fringe, and the Valence."
323,fig_323.png,"The Fringe, and the Valence."
324,fig_324.png,"The Fringe, and the Valence."
325,fig_325.png,"The Fringe, and the Valence."
326,fig_326.png,"The Fringe, and the Valence."
327,fig_327.png,The Lace Border.
328,fig_328.png,Band Motives.
329,fig_329.png,Band Motives.
330,fig_330.png,Band Motives.
331,fig_331.png,Band Motives.
332,fig_332.png,Band Motives.
333,fig_333.png,The Foliated Shaft.
334,fig_334.png,The Foliated Shaft.
335,fig_335.png,The Foliated Shaft.
336,fig_336.png,"The Fluted Shaft, |"
337,fig_337.png,"The Fluted Shaft, |"
338,fig_338.png,"The Fluted Shaft, |"
339,fig_339.png,"The Fluted Shaft, |"
340,fig_340.png,"The Fluted Shaft, |"
341,fig_341.png,The Base.
342,fig_342.png,The Base.
343,fig_343.png,The Base.
344,fig_344.png,The Base.
345,fig_345.png,The Decorated Shaft.
346,fig_346.png,The Decorated Shaft.
347,fig_347.png,The Decorated Shaft.
348,fig_348.png,The Profiled Shaft.
349,fig_349.png,The Profiled Shaft.
350,fig_350.png,The Profiled Shaft.
351,fig_351.png,The Profiled Shaft.
352,fig_352.png,The Profiled Shaft.
353,fig_353.png,Band Motives.
354,fig_354.png,Band Motives.
355,fig_355.png,Band Motives.
356,fig_356.png,The Capital.
357,fig_357.png,The Capital.
358,fig_358.png,The Capital.
359,fig_359.png,The Capital.
360,fig_360.png,The Capital.
361,fig_361.png,The Capital.
362,fig_362.png,The Capital.
363,fig_363.png,The Capital.
364,fig_364.png,The Capital.
365,fig_365.png,The Capital.
366,fig_366.png,The Capital.
367,fig_367.png,The Capital.
368,fig_368.png,The Capital.
369,fig_369.png,The Capital.
370,fig_370.png,The Capital.
371,fig_371.png,The Capital.
372,fig_372.png,The Capital.
373,fig_373.png,The Capital.
374,fig_374.png,The Capital.
375,fig_375.png,The Capital.
376,fig_376.png,The Capital.
377,fig_377.png,The Capital.
378,fig_378.png,The Capital.
379,fig_379.png,The Capital.
380,fig_380.png,The Capital.
381,fig_381.png,The Capital.
382,fig_382.png,The Capital.
383,fig_383.png,The Capital.
384,fig_384.png,The Capital.
385,fig_385.png,The Capital.
386,fig_386.png,The Capital.
387,fig_387.png,The Capital.
388,fig_388.png,The Capital.
389,fig_389.png,The Capital.
390,fig_390.png,The Capital. ‘3
391,fig_391.png,The Capital. ‘3
392,fig_392.png,The Capital. ‘3
393,fig_393.png,The Capital. ‘3
394,fig_394.png,The Capital. ‘3
395,fig_395.png,The Capital. ‘3
396,fig_396.png,The Capital. ‘3
397,fig_397.png,The Capital. ‘3
398,fig_398.png,The Capital. ‘3
399,fig_399.png,The Pilaster Panel.
400,fig_400.png,The Pilaster Panel.
401,fig_401.png,The Pilaster Panel.
402,fig_402.png,The Pilaster Panel.
403,fig_403.png,The Pilaster Panel.
404,fig_404.png,The Pilaster Panel.
405,fig_405.png,The Pilaster Panel.
406,fig_406.png,The Pilaster Panel.
407,fig_407.png,The Pilaster Panel.
408,fig_408.png,The Pilaster Panel.
409,fig_409.png,The Pilaster Panel.
410,fig_410.png,Band Motives.
411,fig_411.png,The Pilaster Capital.
412,fig_412.png,The Pilaster Capital.
413,fig_413.png,The Pilaster Capital.
414,fig_414.png,The Pilaster Capital.
415,fig_415.png,The Pilaster Capital.
416,fig_416.png,The Pilaster Capital.
417,fig_417.png,The Pilaster Capital.
418,fig_418.png,The Pilaster Capital.
419,fig_419.png,The Pilaster Capital.
420,fig_420.png,The Pilaster Capital.
421,fig_421.png,The Pilaster Capital.
422,fig_422.png,The Pilaster Capital.
423,fig_423.png,The Pilaster Capital.
424,fig_424.png,The Pilaster Capital.
425,fig_425.png,The Pilaster Capital.
426,fig_426.png,The Pilaster Capital.
427,fig_427.png,The Pilaster Capital.
428,fig_428.png,The Pilaster Capital.
429,fig_429.png,The Pilaster Capital.
430,fig_430.png,The Pilaster Capital.
431,fig_431.png,The Pilaster Capital.
432,fig_432.png,The Pilaster Capital.
433,fig_433.png,The Pilaster Capital.
434,fig_434.png,The Pilaster Capital.
435,fig_435.png,The Pilaster Capital.
436,fig_436.png,The Pilaster Capital.
437,fig_437.png,The Candelabrum Base.
438,fig_438.png,The Candelabrum Base.
439,fig_439.png,The Candelabrum Base.
440,fig_440.png,The Candelabrum Base.
441,fig_441.png,The Candelabrum Base.
442,fig_442.png,The Candelabrum Base.
443,fig_443.png,The Candelabrum Shaft.
444,fig_444.png,The Candelabrum Shaft.
445,fig_445.png,The Candelabrum Shaft.
446,fig_446.png,The Candelabrum Shaft.
447,fig_447.png,The Candelabrum Shaft.
448,fig_448.png,The Candelabrum Shaft.
449,fig_449.png,The Candelabrum Capital.
450,fig_450.png,The Candelabrum Capital.
451,fig_451.png,The Candelabrum Capital.
452,fig_452.png,The Candelabrum Capital.
453,fig_453.png,The Candelabrum Capital.
454,fig_454.png,The Candelabrum Capital.
455,fig_455.png,The Candelabrum Capital.
456,fig_456.png,The Candelabrum Capital.
457,fig_457.png,The Baluuster.
458,fig_458.png,The Baluuster.
459,fig_459.png,The Baluuster.
460,fig_460.png,The Baluuster.
461,fig_461.png,The Baluuster.
462,fig_462.png,", \The Terminus."
463,fig_463.png,", \The Terminus."
464,fig_464.png,", \The Terminus."
465,fig_465.png,", \The Terminus."
466,fig_466.png,", \The Terminus."
467,fig_467.png,", \The Terminus."
468,fig_468.png,The Railing Post.
469,fig_469.png,The Railing Post.
470,fig_470.png,The Railing Post.
471,fig_471.png,The Furniture Leg
472,fig_472.png,The Furniture Leg
473,fig_473.png,The Furniture Leg
474,fig_474.png,The Furniture Leg
475,fig_475.png,The Furniture Leg
476,fig_476.png,The Furniture Leg
477,fig_477.png,The Trapezophoron.
478,fig_478.png,The Trapezophoron.
479,fig_479.png,The Trapezophoron.
480,fig_480.png,The Trapezophoron.
481,fig_481.png,The Trapezophoron.
482,fig_482.png,The Trapezophoron.
483,fig_483.png,The Trapezophoron.
484,fig_484.png,The Trapezophoron.
485,fig_485.png,The Trapezophoron.
486,fig_486.png,The Trapezophoron.
487,fig_487.png,The Trapezophoron.
488,fig_488.png,The Trapezophoron.
489,fig_489.png,The Trapezophoron.
490,fig_490.png,The Trapezophoron.
491,fig_491.png,"Diaper Platterns,"
492,fig_492.png,"Diaper Platterns,"
493,fig_493.png,"Diaper Platterns,"
494,fig_494.png,"Diaper Platterns,"
495,fig_495.png,The Console.
496,fig_496.png,The Console.
497,fig_497.png,The Console.
498,fig_498.png,The Console.
499,fig_499.png,The Console.
500,fig_500.png,The Console.
501,fig_501.png,The Console.
502,fig_502.png,The Console.
503,fig_503.png,The Console.
504,fig_504.png,The Console.
505,fig_505.png,", The Console."
506,fig_506.png,", The Console."
507,fig_507.png,", The Console."
508,fig_508.png,", The Console."
509,fig_509.png,", The Console."
510,fig_510.png,", The Console."
511,fig_511.png,", The Console."
512,fig_512.png,", The Console."
513,fig_513.png,. The Console.
514,fig_514.png,. The Console.
515,fig_515.png,. The Console.
516,fig_516.png,. The Console.
517,fig_517.png,. The Console.
518,fig_518.png,. The Console.
519,fig_519.png,. The Console.
520,fig_520.png,. The Console.
521,fig_521.png,The Bracket.
522,fig_522.png,The Bracket.
523,fig_523.png,The Bracket.
524,fig_524.png,The Bracket.
525,fig_525.png,The Bracket.
526,fig_526.png,"The Caryatid, &c."
527,fig_527.png,"The Caryatid, &c."
528,fig_528.png,"The Caryatid, &c."
529,fig_529.png,"The Caryatid, &c."
530,fig_530.png,"The Caryatid, &c."
531,fig_531.png,"The Caryatid, &c."
532,fig_532.png,Diaper Platterns.
533,fig_533.png,Diaper Platterns.
534,fig_534.png,Diaper Platterns.
535,fig_535.png,The Square Panel.
536,fig_536.png,The Square Panel.
537,fig_537.png,The Square Panel.
538,fig_538.png,The Square Panel.
539,fig_539.png,The Square Panel.
540,fig_540.png,The Square Panel.
541,fig_541.png,The Square Panel.
542,fig_542.png,The Square Panel.
543,fig_543.png,The Square Panel.
544,fig_544.png,The Square Panel.
545,fig_545.png,The Square Panel.
546,fig_546.png,The Square Panel.
547,fig_547.png,The Square Panel.
548,fig_548.png,The Square Panel.
549,fig_549.png,The Square Panel.
550,fig_550.png,The Square Panel.
551,fig_551.png,The Square Panel.
552,fig_552.png,The Square Panel.
553,fig_553.png,The Square Panel.
554,fig_554.png,The Square Panel.
555,fig_555.png,The Square Panel.
556,fig_556.png,The Square Panel.
557,fig_557.png,The Square Panel.
558,fig_558.png,The Square Panel.
559,fig_559.png,The Square Panel.
560,fig_560.png,The Square Panel.
561,fig_561.png,The Square Panel. “
562,fig_562.png,The Square Panel. “
563,fig_563.png,The Square Panel. “
564,fig_564.png,The Square Panel. “
565,fig_565.png,The Square Panel. “
566,fig_566.png,The Square Panel. “
567,fig_567.png,The Square Panel. “
568,fig_568.png,The Square Panel. “
569,fig_569.png,The Square Panel. “
570,fig_570.png,The Square Panel.
571,fig_571.png,The Square Panel.
572,fig_572.png,The Square Panel.
573,fig_573.png,The Square Panel.
574,fig_574.png,The Square Panel.
575,fig_575.png,The Square Panel.
576,fig_576.png,The Square Panel.
577,fig_577.png,The Square Panel.
578,fig_578.png,The Square Panel.
579,fig_579.png,The Square Panel.
580,fig_580.png,The Square Panel.
581,fig_581.png,The Square Panel.
582,fig_582.png,The Square Panel.
583,fig_583.png,The Square Panel.
584,fig_584.png,The Square Panel.
585,fig_585.png,Diaper Platterns.
586,fig_586.png,Diaper Platterns.
587,fig_587.png,The Star-shape Panel.
588,fig_588.png,The Star-shape Panel.
589,fig_589.png,The Star-shape Panel.
590,fig_590.png,The Star-shape Panel.
591,fig_591.png,The Circular Panel.
592,fig_592.png,The Circul Panel.
593,fig_593.png,The Circul Panel.
594,fig_594.png,The Circul Panel.
595,fig_595.png,The Circul Panel.
596,fig_596.png,The Circul Panel.
597,fig_597.png,The Circul Panel.
598,fig_598.png,The Circul Panel.
599,fig_599.png,The Circul Panel.
600,fig_600.png,The Oblong Panel.
601,fig_601.png,The Oblong Panel.
602,fig_602.png,The Oblong Panel.
603,fig_603.png,The Oblong Panel.
604,fig_604.png,The Oblong Panel.
605,fig_605.png,The Oblong Panel.
606,fig_606.png,The Oblong Panel.
607,fig_607.png,The Oblong Panel.
608,fig_608.png,The Oblong Panel.
609,fig_609.png,The Elliptic Panel.
610,fig_610.png,The Elliptic Panel.
611,fig_611.png,"The Lunette, and the Spanrail Panels."
612,fig_612.png,Various Panels.
613,fig_613.png,Various Panels.
614,fig_614.png,Various Panels.
615,fig_615.png,Various Panels.
616,fig_616.png,Various Panels.
617,fig_617.png,Various Panels.
618,fig_618.png,Various Panels.
619,fig_619.png,"The Scale Diaper, &c."
620,fig_620.png,"The Scale Diaper, &c."
621,fig_621.png,"The Scale Diaper, &c."
622,fig_622.png,"The Scale Diaper, &c."
623,fig_623.png,"The Scale Diaper, &c."
624,fig_624.png,"The Circle Diaper, &c."
625,fig_625.png,"The Circle Diaper, &c."
626,fig_626.png,"The Circle Diaper, &c."
627,fig_627.png,"The Circle Diaper, &c."
628,fig_628.png,"The Circle Diaper, &c."
629,fig_629.png,"The Circle Diaper, &c."
630,fig_630.png,"The Circle Diaper, &c."
631,fig_631.png,"The Circle Diaper, &c."
632,fig_632.png,
633,fig_633.png,
634,fig_634.png,
635,fig_635.png,
636,fig_636.png,"The Circle Diaper, &c."
637,fig_637.png,"The Circle Diaper, &c."
638,fig_638.png,"The Circle Diaper, &c."
639,fig_639.png,"The Circle Diaper, &c."
640,fig_640.png,Various Diapers.
641,fig_641.png,Various Diapers.
642,fig_642.png,Various Diapers.
643,fig_643.png,Various Diapers.
644,fig_644.png,Various Diapers.
645,fig_645.png,Various Diapers.
646,fig_646.png,Various Diapers.
647,fig_647.png,Various Diapers.
648,fig_648.png,Various Diapers.
649,fig_649.png,Various Diapers.
650,fig_650.png,Various Diapers.
651,fig_651.png,Various Diapers.
652,fig_652.png,Various Diapers.
653,fig_653.png,Various Diapers.
654,fig_654.png,Various Diapers.
655,fig_655.png,Various Diapers.
656,fig_656.png,Various Diapers.
657,fig_657.png,Various Diapers.
658,fig_658.png,Various Diapers.
659,fig_659.png,Various Diapers.
660,fig_660.png,Various Diapers.
661,fig_661.png,Various Diapers.
662,fig_662.png,Various Grill Diapers.
663,fig_663.png,The Amphora.
664,fig_664.png,The Amphora.
665,fig_665.png,The Amphora.
666,fig_666.png,The Amphora.
667,fig_667.png,The Amphora.
668,fig_668.png,The Amphora.
669,fig_669.png,The Urn.
670,fig_670.png,The Urn.
671,fig_671.png,The Urn.
672,fig_672.png,The Urn.
673,fig_673.png,The Urn.
674,fig_674.png,The Krater.
675,fig_675.png,The Krater.
676,fig_676.png,The Krater.
677,fig_677.png,"The Basin, and the Dish."
678,fig_678.png,"The Basin, and the Dish."
679,fig_679.png,"The Ampulla, the Alabastron, &c."
680,fig_680.png,"The Ampulla, the Alabastron, &c."
681,fig_681.png,"The Ampulla, the Alabastron, &c."
682,fig_682.png,"The Ampulla, the Alabastron, &c."
683,fig_683.png,"The Ampulla, the Alabastron, &c."
684,fig_684.png,"The Ampulla, the Alabastron, &c."
685,fig_685.png,"The Ampulla, the Alabastron, &c."
686,fig_686.png,"The Flower-Vase, &c."
687,fig_687.png,"The Flower-Vase, &c."
688,fig_688.png,"The Flower-Vase, &c."
689,fig_689.png,"The Flower-Vase, &c."
690,fig_690.png,"The Flower-Vase, &c."
691,fig_691.png,"Vase-forms for Various Purposes,"
692,fig_692.png,"The Jar, the Cist, &c."
693,fig_693.png,"The Jar, the Cist, &c."
694,fig_694.png,"The Jar, the Cist, &c."
695,fig_695.png,"The Jar, the Cist, &c."
696,fig_696.png,"The Jar, the Cist, &c."
697,fig_697.png,"The Jar, the Cist, &c."
698,fig_698.png,The Hydria.
699,fig_699.png,The Hydria.
700,fig_700.png,The Hydria.
701,fig_701.png,The Hydria.
702,fig_702.png,"The Bucket, &c."
703,fig_703.png,"The Bucket, &c."
704,fig_704.png,"The Prochoiis, the Oinochoé, the Olpe, &c."
705,fig_705.png,"The Prochoiis, the Oinochoé, the Olpe, &c."
706,fig_706.png,"The Prochoiis, the Oinochoé, the Olpe, &c."
707,fig_707.png,"The Prochoiis, the Oinochoé, the Olpe, &c."
708,fig_708.png,"The Prochoiis, the Oinochoé, the Olpe, &c."
709,fig_709.png,"The Prochoiis, the Oinochoé, the Olpe, &c."
710,fig_710.png,"The Lekythos, &c.  °"
711,fig_711.png,"The Lekythos, &c.  °"
712,fig_712.png,"The Lekythos, &c.  °"
713,fig_713.png,"The Lekythos, &c.  °"
714,fig_714.png,"The Lekythos, &c.  °"
715,fig_715.png,"The Lekythos, &c.  °"
716,fig_716.png,"The Lip-spout Pitcher,"
717,fig_717.png,"The Lip-spout Pitcher,"
718,fig_718.png,"The Lip-spout Pitcher,"
719,fig_719.png,"The Lip-spout Pitcher,"
720,fig_720.png,"The Lip-spout Pitcher,"
721,fig_721.png,"The Lip-spout Pitcher,"
722,fig_722.png,"The Lip-spout Pitcher,"
723,fig_723.png,"The Lip-spout Pitcher,"
